Link,Count
wiki/Persistent_data_structure,86
wiki/RANSAC,86
wiki/Standard_Template_Library,86
wiki/Unicode_subscripts_and_superscripts,86
wiki/Amortized_analysis,85
wiki/Boolean_algebra,85
wiki/C_%28programming_language%29,85
wiki/Cumulative_distribution_function,85
wiki/File_Transfer_Protocol,85
wiki/GNU_Compiler_Collection,85
wiki/Hyper-threading,85
wiki/Maximum_flow_problem,85
wiki/Slowly_changing_dimension,85
wiki/Two-phase_commit_protocol,85
wiki/Abstract_data_type,84
wiki/Asynchronous_I/O,84
wiki/Data_definition_language,84
wiki/Denial-of-service_attack,84
wiki/Divide_and_conquer_algorithm,84
wiki/Dynamic_linker,84
wiki/Marker_interface_pattern,84
wiki/Minimum_spanning_tree,84
wiki/Padding_%28cryptography%29,84
wiki/QR_Code,84
wiki/Shared_memory,84
wiki/Side_effect_(computer_science),84
wiki/Software_transactional_memory,84
wiki/Stateless_protocol,84
wiki/Steganography,84
wiki/Web_Services_Description_Language,84
wiki/X.509,84
wiki/X_Window_System,84
wiki/Bash_%28Unix_shell%29,83
wiki/Bresenham,83
wiki/Classpath_%28Java%29,83
wiki/Clickjacking,83
wiki/Coupling_%28computer_programming%29,83
wiki/Covariant_return_type,83
wiki/DBSCAN,83
wiki/Defensive_programming,83
wiki/Denormal_number,83
wiki/Design_pattern_(computer_science),83
wiki/Dynamic_dispatch,83
wiki/Exception_handling,83
wiki/Https,83
wiki/Introsort,83
wiki/Key_derivation_function,83
wiki/List_of_installation_software,83
wiki/List_of_object-relational_mapping_software,83
wiki/List_of_unit_testing_frameworks,83
wiki/Locality-sensitive_hashing,83
wiki/Plain_old_data_structure,83
wiki/Sigmoid_function,83
wiki/VBScript,83
wiki/Callback_%28computer_programming%29,82
wiki/Firebug_%28software%29,82
wiki/Fold_%28higher-order_function%29,82
wiki/Java_Native_Access,82
wiki/Minification_(programming),82
wiki/Poisson_distribution,82
wiki/WAV,82
wiki/Access_control_list,81
wiki/Algorithms_for_calculating_variance,81
wiki/Android_version_history,81
wiki/Anemic_Domain_Model,81
wiki/C%2B%2B,81
wiki/Code_page_850,81
wiki/Doubly_linked_list,81
wiki/Hamming_weight,81
wiki/Heisenbug,81
wiki/Homoiconicity,81
wiki/Introduction_to_Algorithms,81
wiki/Printf_format_string,81
wiki/Quaternions_and_spatial_rotation,81
wiki/Random_number_generation,81
wiki/Star_schema,81
wiki/Weak_ordering,81
wiki/Coupling_(computer_programming),80
wiki/Cygwin,80
wiki/Factorial,80
wiki/Graph_database,80
wiki/Inline_expansion,80
wiki/Matching_%28graph_theory%29,80
wiki/Memory_management,80
wiki/MESI_protocol,80
wiki/Path_%28computing%29,80
wiki/Perl,80
wiki/Referential_integrity,80
wiki/Robustness_Principle,80
wiki/Spaghetti_code,80
wiki/Zero-width_space,80
wiki/Approximate_string_matching,79
wiki/Artificial_neural_network,79
wiki/Bilinear_interpolation,79
wiki/Cache_algorithms,79
wiki/Cartesian_coordinate_system,79
wiki/Cohesion_%28computer_science%29,79
wiki/Content_management_system,79
wiki/Dynamic-link_library,79
wiki/Exponential_distribution,79
wiki/Floating-point_arithmetic,79
wiki/Fourier_transform,79
wiki/Google_Chrome,79
wiki/Gregorian_calendar,79
wiki/Hamiltonian_path,79
wiki/Karatsuba_algorithm,79
wiki/Null_%28SQL%29,79
wiki/OpenCV,79
wiki/Polar_coordinate_system,79
wiki/Radian,79
wiki/Static_variable,79
wiki/Virtual_inheritance,79
wiki/Web_crawler,79
wiki/Arithmetic_shift,78
wiki/Basic_Linear_Algebra_Subprograms,78
wiki/C_syntax,78
wiki/DEFLATE,78
wiki/Distance_from_a_point_to_a_line,78
wiki/Eventual_consistency,78
wiki/Fork_bomb,78
wiki/Java_%28programming_language%29,78
wiki/JavaServer_Pages,78
wiki/Loop_unwinding,78
wiki/Obfuscated_code,78
wiki/Prim%27s_algorithm,78
wiki/Punycode,78
wiki/Pushdown_automaton,78
wiki/Server-sent_events,78
wiki/Unit_in_the_last_place,78
wiki/64-bit_computing,77
wiki/Ackermann_function,77
wiki/Algebraic_data_type,77
wiki/Combining_character,77
wiki/Data_access_layer,77
wiki/Dining_philosophers_problem,77
wiki/Gaussian_elimination,77
wiki/Gzip,77
wiki/INI_file,77
wiki/Machine_code,77
wiki/Memcached,77
wiki/MSBuild,77
wiki/REST,77
wiki/Signed_zero,77
wiki/Symmetric-key_algorithm,77
wiki/Total_order,77
wiki/Web_Colors,77
wiki/Yacc,77
wiki/.NET_Reflector,76
wiki/Agile_software_development,76
wiki/C11_%28C_standard_revision%29,76
wiki/Certificate_authority,76
wiki/Comparison_of_JavaScript_frameworks,76
wiki/Comparison_of_web_application_frameworks,76
wiki/Declarative_programming,76
wiki/File_system,76
wiki/Hill_climbing,76
wiki/Interpolation,76
wiki/Interrupt,76
wiki/K-nearest_neighbor_algorithm,76
wiki/Least_common_multiple,76
wiki/Linear_feedback_shift_register,76
wiki/MinGW,76
wiki/Operator_associativity,76
wiki/Policy-based_design,76
wiki/PostgreSQL,76
wiki/Reactor_pattern,76
wiki/Static_single_assignment_form,76
wiki/Stop_words,76
wiki/Web_Storage,76
wiki/Epoch_%28reference_date%29,75
wiki/GNU_build_system,75
wiki/Gray_code,75
wiki/Grayscale,75
wiki/Initialization-on-demand_holder_idiom,75
wiki/Java_bytecode,75
"wiki/Java_Platform,_Enterprise_Edition",75
wiki/Mask_(computing),75
wiki/Strace,75
wiki/Truth_table,75
wiki/C++0x,74
wiki/Cohesion_(computer_science),74
wiki/Connected_component_%28graph_theory%29,74
wiki/Facebook_Platform,74
wiki/FastCGI,74
wiki/Fibonacci_heap,74
wiki/Linker_%28computing%29,74
wiki/NTFS_symbolic_link,74
wiki/PageRank,74
wiki/Portable_Document_Format,74
wiki/Prefix_sum,74
wiki/Rejection_sampling,74
wiki/Universal_Plug_and_Play,74
wiki/VCard,74
wiki/Windows_Management_Instrumentation,74
wiki/.bss,73
wiki/Birthday_attack,73
wiki/Branch_and_bound,73
wiki/Comparison_sort,73
wiki/Database,73
wiki/Dynamic_time_warping,73
wiki/File_format,73
wiki/Graph_theory,73
wiki/HTTP_pipelining,73
wiki/Internationalization_and_localization,73
wiki/ISO_4217,73
wiki/Main_Page,73
wiki/Pragma_once,73
wiki/Prolog,73
wiki/SAML_2.0,73
wiki/Sign_extension,73
wiki/Smalltalk,73
wiki/Stored_procedure,73
wiki/Three-valued_logic,73
wiki/Unix_domain_socket,73
wiki/B%2B_tree,72
wiki/Berkeley_DB,72
wiki/C11_(C_standard_revision),72
wiki/Comparison_of_file_systems,72
wiki/Directed_graph,72
wiki/Dynamic_loading,72
wiki/Entity%E2%80%93relationship_model,72
wiki/Executable,72
wiki/List_of_time_zone_abbreviations,72
wiki/Machine_learning,72
wiki/Many-to-many_(data_model),72
wiki/Mathematical_induction,72
wiki/Mmap,72
wiki/Monitor_%28synchronization%29,72
wiki/Profiling_(computer_programming),72
wiki/Replay_attack,72
wiki/Server-side_scripting,72
wiki/Team_Foundation_Server,72
wiki/Token_bucket,72
wiki/WOW64,72
wiki/Xorshift,72
wiki/Zombie_process,72
wiki/AJAX,71
wiki/Assembly_language,71
wiki/C0_and_C1_control_codes,71
wiki/Canny_edge_detector,71
wiki/Copy_constructor,71
wiki/CPUID,71
wiki/Cross-validation_%28statistics%29,71
wiki/Extensible_Messaging_and_Presence_Protocol,71
wiki/Function_pointer,71
wiki/Information_retrieval,71
wiki/NHibernate,71
wiki/Overfitting,71
wiki/Page_cache,71
wiki/Python_syntax_and_semantics,71
wiki/Sorting_network,71
wiki/Switch_statement,71
wiki/Tarjan%27s_strongly_connected_components_algorithm,71
wiki/Translation_unit_%28programming%29,71
wiki/Transpose,71
wiki/Vector_space_model,71
wiki/Virtual_machine,71
wiki/Apache_Tomcat,70
wiki/Bag-of-words_model,70
wiki/Bipartite_graph,70
wiki/Bisection_method,70
wiki/Checksum,70
wiki/Document-oriented_database,70
wiki/DWARF,70
wiki/Escape_Sequences_in_C,70
wiki/Hamiltonian_path_problem,70
wiki/Inline_function,70
wiki/Java_Web_Start,70
wiki/Monte_Carlo_method,70
wiki/Multitenancy,70
wiki/Mutator_method,70
wiki/Plane_(Unicode),70
wiki/Robocopy,70
wiki/Stdint.h,70
wiki/Sweep_line_algorithm,70
wiki/Xargs,70
wiki/Address_Resolution_Protocol,69
wiki/Admissible_heuristic,69
wiki/Associative_entity,69
wiki/Automatic_variable,69
wiki/Birthday_paradox,69
wiki/Callback_(computer_programming),69
wiki/Canvas_element,69
wiki/Code_point,69
wiki/Conditional_comment,69
wiki/Critical_section,69
wiki/Digraphs_and_trigraphs,69
wiki/Edge_detection,69
wiki/Entropy_(information_theory),69
wiki/Erase%E2%80%93remove_idiom,69
wiki/Event_dispatching_thread,69
wiki/GitHub,69
wiki/Hybrid_cryptosystem,69
wiki/Inheritance_%28object-oriented_programming%29,69
wiki/List_of_PHP_accelerators,69
wiki/Maximum_transmission_unit,69
wiki/Microsoft_Office_XML_formats,69
wiki/Printf,69
wiki/Receiver_operating_characteristic,69
wiki/Rss,69
wiki/Security_Assertion_Markup_Language,69
wiki/Type_inference,69
wiki/Bitwise_operations_in_C,68
wiki/Code_page,68
wiki/Connected_component_(graph_theory),68
wiki/Graph_%28mathematics%29,68
wiki/Internet_Control_Message_Protocol,68
wiki/Interpreter_pattern,68
wiki/Modal_window,68
wiki/PATH_%28variable%29,68
wiki/Rabin%E2%80%93Karp_algorithm,68
wiki/Relational_database_management_system,68
wiki/Round-robin_tournament,68
wiki/Special:ApiSandbox,68
wiki/SSH_file_transfer_protocol,68
wiki/Clique_problem,67
wiki/Commutative_property,67
wiki/Exchangeable_image_file_format,67
wiki/Extended_precision,67
wiki/List_comprehension,67
wiki/Relational_model,67
wiki/Secure_copy,67
wiki/Side_effect_%28computer_science%29,67
wiki/Splay_tree,67
wiki/Strassen_algorithm,67
wiki/Thread_%28computing%29,67
wiki/Translation_lookaside_buffer,67
wiki/Wikipedia:Database_download,67
wiki/Aho%E2%80%93Corasick_algorithm,66
wiki/Dependent_type,66
wiki/Double_precision,66
wiki/Eight_queens_puzzle,66
wiki/File_Allocation_Table,66
wiki/JavaScript_syntax,66
wiki/List_of_displays_by_pixel_density,66
wiki/Makefile,66
wiki/Median_of_medians,66
wiki/Monad_(functional_programming),66
wiki/Physical_Address_Extension,66
wiki/Real-time_Transport_Protocol,66
wiki/Reverse_DNS_lookup,66
wiki/Strongly_connected_component,66
wiki/STUN,66
wiki/Volatile_variable,66
wiki/Wget,66
wiki/Windows_Task_Scheduler,66
wiki/WS-Security,66
wiki/XML-RPC,66
wiki/Aliasing,65
wiki/Behavior_Driven_Development,65
wiki/Bicubic_interpolation,65
wiki/Comparison_of_relational_database_management_systems,65
wiki/Distributed_revision_control,65
wiki/End-of-file,65
wiki/Full_text_search,65
wiki/Geometric_series,65
wiki/Mono_%28software%29,65
wiki/MP3,65
wiki/Newton,65
wiki/Pearson_product-moment_correlation_coefficient,65
wiki/Precompiled_header,65
wiki/Thread_(computing),65
wiki/XHTML,65
wiki/Code_segment,64
wiki/Cross-validation_(statistics),64
wiki/Gaussian_blur,64
wiki/Java_package,64
wiki/Java_remote_method_invocation,64
wiki/Materialized_view,64
wiki/Object_file,64
wiki/OpenGL,64
wiki/Prime_number,64
wiki/Quaternion,64
wiki/RGB_color_model,64
wiki/Translation_unit_(programming),64
wiki/Zero-based_numbering,64
wiki/Circular_dependency,63
wiki/Comparison_of_web_browsers,63
wiki/Data_Encryption_Standard,63
wiki/Directed_acyclic_word_graph,63
wiki/Factory_(object-oriented_programming),63
wiki/Iterator_pattern,63
wiki/Java_Classloader,63
wiki/Left_recursion,63
wiki/LR_parser,63
wiki/Microsoft_Visual_Studio_Express,63
wiki/One-time_pad,63
wiki/Pipeline_(Unix),63
wiki/Placement_syntax,63
wiki/Pumping_lemma_for_regular_languages,63
wiki/TortoiseSVN,63
wiki/Triple_DES,63
wiki/Web_Application_Description_Language,63
wiki/X86_instruction_listings,63
wiki/Action_Message_Format,62
wiki/C_(programming_language),62
wiki/Chroot,62
wiki/Command-line_interface,62
wiki/Cross_compiler,62
wiki/Document_Type_Definition,62
wiki/Filesystem_in_Userspace,62
wiki/H.264/MPEG-4_AVC,62
wiki/JAR_%28file_format%29,62
wiki/Monitor_(synchronization),62
wiki/Multiple_buffering,62
wiki/Stack-based_memory_allocation,62
wiki/Tower_of_Hanoi,62
wiki/Content_negotiation,61
wiki/Ellipse,61
wiki/Fenwick_tree,61
wiki/Final_%28Java%29,61
wiki/Interpolation_search,61
wiki/JQuery_UI,61
wiki/Kruskal%27s_algorithm,61
wiki/Low-pass_filter,61
wiki/Minification_%28programming%29,61
wiki/Ntfs,61
wiki/Plane_%28Unicode%29,61
wiki/ReSharper,61
wiki/RSA_%28algorithm%29,61
wiki/TMPFS,61
wiki/Wildcard_DNS_record,61
wiki/Autovivification,60
wiki/Command-query_separation,60
wiki/Computational_complexity_theory,60
wiki/Cross-cutting_concern,60
wiki/Greasemonkey,60
wiki/List_of_Internet_top-level_domains,60
wiki/Loss_of_significance,60
wiki/Non-blocking_algorithm,60
wiki/NPAPI,60
wiki/P_versus_NP_problem,60
wiki/POSIX_Threads,60
wiki/Security-Enhanced_Linux,60
wiki/Tree_%28data_structure%29,60
wiki/Turing_machine,60
wiki/Type_class,60
wiki/Version_control,60
wiki/YCbCr,60
wiki/.properties,59
wiki/Advanced_Vector_Extensions,59
wiki/Byte,59
wiki/C10k_problem,59
wiki/Church_encoding,59
wiki/Closest_pair_of_points_problem,59
wiki/Dereference_operator,59
wiki/Exponential_backoff,59
wiki/Expression_templates,59
wiki/Graham_scan,59
wiki/List_of_HTTP_headers,59
wiki/Map_projection,59
wiki/Matching_(graph_theory),59
wiki/Multiplication_algorithm,59
wiki/NetBeans,59
wiki/Partition_%28number_theory%29,59
wiki/Polish_notation,59
wiki/Polygon_triangulation,59
wiki/Profiling_%28computer_programming%29,59
wiki/Pulse-code_modulation,59
wiki/Readers%E2%80%93writer_lock,59
wiki/Real_Time_Streaming_Protocol,59
wiki/RGBA_color_space,59
wiki/RSA_(cryptosystem),59
wiki/Search_engine_optimization,59
wiki/Spinlock,59
wiki/Windows_Script_Host,59
wiki/X86_assembly_language,59
wiki/Array_data_structure,58
wiki/Camel_case,58
wiki/Command%E2%80%93query_separation,58
wiki/Context-free_language,58
wiki/Cubic_Hermite_spline,58
wiki/Design_pattern_%28computer_science%29,58
wiki/Ephemeral_port,58
wiki/Gradient_descent,58
wiki/Java_API_for_RESTful_Web_Services,58
wiki/Kernel_density_estimation,58
wiki/Lossy_compression,58
wiki/Mask_%28computing%29,58
wiki/MIPS_architecture,58
wiki/Model%E2%80%93view%E2%80%93viewmodel,58
wiki/NOP,58
wiki/Out-of-order_execution,58
wiki/Perl_Compatible_Regular_Expressions,58
wiki/Real_Time_Messaging_Protocol,58
wiki/S-expression,58
wiki/Strict_weak_ordering,58
wiki/Swing_%28Java%29,58
wiki/Unique_key,58
wiki/WYSIWYG,58
wiki/XOR_cipher,58
wiki/8.3_filename,57
wiki/Curses_(programming_library),57
wiki/Database_trigger,57
wiki/Encryption,57
wiki/Function_prototype,57
wiki/Hidden_Markov_model,57
wiki/HTTP_Live_Streaming,57
wiki/HTTP_location,57
wiki/Instruction_set,57
wiki/Interpreted_language,57
wiki/List_of_Content_Management_Systems,57
wiki/Logical_shift,57
wiki/Message_loop_in_Microsoft_Windows,57
wiki/MurmurHash,57
wiki/Processor_register,57
wiki/Scope_resolution_operator,57
wiki/Semantic_Web,57
wiki/Software_versioning,57
wiki/StAX,57
wiki/Time_of_check_to_time_of_use,57
wiki/Virtual_Network_Computing,57
wiki/ActionScript,56
wiki/Direct_memory_access,56
wiki/Entity-relationship_model,56
wiki/Extensible_Application_Markup_Language,56
wiki/Formal_grammar,56
wiki/Graph_coloring,56
wiki/GRASP_%28object-oriented_design%29,56
wiki/Hostname,56
wiki/Late_binding,56
wiki/Latent_semantic_analysis,56
wiki/Logistic_regression,56
wiki/Multivariate_normal_distribution,56
wiki/Order_statistic_tree,56
wiki/Pascal%27s_triangle,56
wiki/Percentile,56
wiki/Second_normal_form,56
wiki/Stack_%28abstract_data_type%29,56
wiki/Tree_(data_structure),56
wiki/Unix_shell,56
wiki/Vigen%C3%A8re_cipher,56
wiki/Android_%28operating_system%29,55
wiki/C%2B%2B14,55
wiki/Cache_coherence,55
wiki/Constraint_satisfaction_problem,55
wiki/Emoji,55
wiki/Enterprise_service_bus,55
wiki/Golden_ratio,55
wiki/GUID,55
wiki/Hardware_Security_Module,55
wiki/Histogram_of_oriented_gradients,55
wiki/List_of_hash_functions,55
wiki/Median,55
wiki/Microsoft_Foundation_Class_Library,55
wiki/Model_View_Controller,55
wiki/Page_table,55
wiki/Reflection_(computer_programming),55
wiki/Resource_Description_Framework,55
wiki/Root_element,55
wiki/Type_erasure,55
wiki/WebGL,55
wiki/Z-order_curve,55
wiki/ABA_problem,54
wiki/Amdahl,54
wiki/Apache_HTTP_Server,54
wiki/Base32,54
wiki/Batch_file,54
wiki/Block_cipher,54
wiki/Classpath_(Java),54
wiki/Coefficient_of_determination,54
wiki/Comparison_of_parser_generators,54
wiki/Conjunctive_normal_form,54
wiki/Continued_fraction,54
wiki/Generic_programming,54
wiki/Global_variable,54
wiki/Horner%27s_method,54
wiki/Imperative_programming,54
wiki/Javadoc,54
wiki/JavaServer_Faces,54
wiki/Knuth_shuffle,54
wiki/Metaphone,54
wiki/MongoDB,54
wiki/Nagle,54
wiki/Not_Invented_Here,54
wiki/Pipeline_%28Unix%29,54
wiki/Procfs,54
wiki/Quadratic_equation,54
wiki/Slerp,54
wiki/Softmax_function,54
wiki/Spurious_wakeup,54
wiki/Systemd,54
wiki/Valgrind,54
wiki/YAGNI,54
wiki/Backpropagation,53
wiki/Box%E2%80%93Muller_transform,53
wiki/Client%E2%80%93server_model,53
wiki/Cloud_computing,53
wiki/Cons,53
wiki/Curses_%28programming_library%29,53
wiki/Decimal_mark,53
wiki/Decision_tree_learning,53
wiki/Diacritic,53
wiki/Domain_model,53
wiki/Element_distinctness_problem,53
wiki/External_Data_Representation,53
wiki/Finite_state_machine,53
wiki/Hierarchical_clustering,53
wiki/Image_moment,53
wiki/Injective_function,53
wiki/JSON-RPC,53
wiki/Leaky_abstraction,53
wiki/Loop_unrolling,53
wiki/Message_passing,53
wiki/Microsecond,53
wiki/Model-view-presenter,53
wiki/Multiton_pattern,53
wiki/Prime_number_theorem,53
wiki/Prototype_JavaScript_Framework,53
wiki/Recurrence_relation,53
wiki/Regression_analysis,53
wiki/Rolling_hash,53
wiki/Row-_and_column-major_order,53
wiki/Scheduling_(computing),53
wiki/Semantic_HTML,53
wiki/Sequence_diagram,53
wiki/Spline_interpolation,53
wiki/SQL_Server_Integration_Services,53
wiki/Stack_buffer_overflow,53
wiki/Static_program_analysis,53
wiki/The_Art_of_Computer_Programming,53
wiki/Typographic_ligature,53
wiki/URL,53
wiki/Vim_%28text_editor%29,53
wiki/Web_Server_Gateway_Interface,53
wiki/WinDbg,53
wiki/You_Ain,53
wiki/1_%2B_2_%2B_3_%2B_4_%2B_%E2%8B%AF,52
wiki/Active_Directory,52
wiki/Apache_Ant,52
wiki/Ascii85,52
wiki/Bentley%E2%80%93Ottmann_algorithm,52
wiki/BigTable,52
wiki/Binary_number,52
wiki/Change-making_problem,52
wiki/Complex_number,52
wiki/Conio.h,52
wiki/Const-correctness,52
wiki/Dash,52
wiki/Decimal_degrees,52
wiki/Determinant,52
wiki/Django_%28web_framework%29,52
wiki/Hibernate_%28Java%29,52
wiki/Histogram_equalization,52
wiki/Image_scaling,52
wiki/Inclusion%E2%80%93exclusion_principle,52
wiki/Input/output,52
wiki/Iterator,52
wiki/Jscript,52
wiki/List_of_country_calling_codes,52
wiki/Lookup_table,52
wiki/LU_decomposition,52
wiki/Mailto,52
wiki/Mathematical_morphology,52
wiki/Real-time_operating_system,52
wiki/Regular_grammar,52
wiki/Simplex_algorithm,52
wiki/Snake_case,52
wiki/SOCKS,52
wiki/Telnet,52
